Date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2,isin_ozone_for_home_team,isin_ozone_for_away_team,zone_entry_success,Position,is_forward,Entry_Type,Game,Dumped,Played,Carried,Y_coordinate_centered,us_powerplay,canada_powerplay
2023-11-11,Women - United States,Women - Canada,3,13:50,5,5,4,2,Women - Canada,Jamie Bourbonnais,Zone Entry,125,64,Carried,,,,Rory Guilday,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,21.5,0,0
2023-11-11,Women - United States,Women - Canada,3,13:22,5,5,4,2,Women - United States,Rory Guilday,Zone Entry,125,65,Dumped,,,,Jamie Bourbonnais,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,22.5,0,0
2023-11-11,Women - United States,Women - Canada,3,12:21,5,5,4,2,Women - Canada,Marie-Philip Poulin,Zone Entry,125,79,Dumped,,,,Megan Keller,,,False,True,True,F,True,Dumped,2023-11-11,True,False,False,36.5,0,0
2023-11-11,Women - United States,Women - Canada,3,12:03,5,5,4,2,Women - Canada,Laura Stacey,Zone Entry,125,74,Dumped,,,,Megan Keller,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,31.5,0,0
2023-11-11,Women - United States,Women - Canada,3,11:53,5,5,4,2,Women - Canada,Kristin O'Neill,Zone Entry,124,8,Dumped,,,,Haley Winn,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-34.5,0,0
2023-11-11,Women - United States,Women - Canada,3,11:36,5,5,4,2,Women - Canada,Kristin O'Neill,Zone Entry,125,3,Dumped,,,,Haley Winn,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-39.5,0,0
2023-11-11,Women - United States,Women - Canada,3,11:05,5,5,4,2,Women - United States,Hayley Scamurra,Zone Entry,126,5,Dumped,,,,Jamie Bourbonnais,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,-37.5,0,0
2023-11-11,Women - United States,Women - Canada,3,10:52,5,5,4,2,Women - Canada,Brianne Jenner,Zone Entry,125,32,Carried,,,,Cayla Barnes,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-10.5,0,0
2023-11-11,Women - United States,Women - Canada,3,10:45,5,5,4,2,Women - United States,Hilary Knight,Zone Entry,125,66,Played,,,,Jocelyne Larocque,,,True,False,False,F,True,Played,2023-11-11,False,True,False,23.5,0,0
2023-11-11,Women - United States,Women - Canada,3,10:35,5,5,4,2,Women - United States,Cayla Barnes,Zone Entry,125,19,Dumped,,,,Jocelyne Larocque,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,-23.5,0,0
2023-11-11,Women - United States,Women - Canada,3,10:26,5,5,4,2,Women - United States,Savannah Harmon,Zone Entry,126,5,Carried,,,,Renata Fast,,,True,False,True,D,False,Carried,2023-11-11,False,False,True,-37.5,0,0
2023-11-11,Women - United States,Women - Canada,3,10:15,5,5,4,2,Women - Canada,Jamie Lee Rattray,Zone Entry,124,22,Carried,,,,Megan Keller,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-20.5,0,0
2023-11-11,Women - United States,Women - Canada,3,9:54,5,5,4,2,Women - Canada,Sarah Nurse,Zone Entry,125,40,Played,,,,Savannah Harmon,,,False,True,False,F,True,Played,2023-11-11,False,True,False,-2.5,0,0
2023-11-11,Women - United States,Women - Canada,3,9:35,5,5,4,2,Women - United States,Abby Roque,Zone Entry,125,4,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-38.5,0,0
2023-11-11,Women - United States,Women - Canada,3,8:54,5,5,4,2,Women - Canada,Emily Clark,Zone Entry,125,1,Dumped,,,,Haley Winn,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-41.5,0,0
2023-11-11,Women - United States,Women - Canada,3,8:41,5,5,4,2,Women - Canada,Sophie Jaques,Zone Entry,124,80,Carried,,,,Haley Winn,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,37.5,0,0
2023-11-11,Women - United States,Women - Canada,3,8:31,5,5,4,2,Women - United States,Tessa Janecke,Zone Entry,125,3,Carried,,,,Jocelyne Larocque,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-39.5,0,0
2023-11-11,Women - United States,Women - Canada,3,7:48,4,5,4,2,Women - Canada,Renata Fast,Zone Entry,125,67,Carried,,,,Savannah Harmon,,,False,True,False,D,False,Carried,2023-11-11,False,False,True,24.5,0,1
2023-11-11,Women - United States,Women - Canada,3,7:39,4,5,4,2,Women - United States,Britta Curl,Zone Entry,126,72,Carried,,,,Renata Fast,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,29.5,0,1
2023-11-11,Women - United States,Women - Canada,3,7:12,4,5,4,2,Women - Canada,Ella Shelton,Zone Entry,124,4,Carried,,,,Rory Guilday,,,False,True,False,D,False,Carried,2023-11-11,False,False,True,-38.5,0,1
2023-11-11,Women - United States,Women - Canada,3,6:50,4,5,4,2,Women - Canada,Jessie Eldridge,Zone Entry,124,4,Carried,,,,Megan Keller,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-38.5,0,1
2023-11-11,Women - United States,Women - Canada,3,6:11,5,5,4,2,Women - Canada,Blayre Turnbull,Zone Entry,124,68,Carried,,,,Savannah Harmon,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,25.5,0,0
2023-11-11,Women - United States,Women - Canada,3,5:41,5,5,4,2,Women - United States,Hilary Knight,Zone Entry,126,2,Played,,,,Renata Fast,,,True,False,True,F,True,Played,2023-11-11,False,True,False,-40.5,0,0
2023-11-11,Women - United States,Women - Canada,3,5:27,5,5,5,2,Women - Canada,Brianne Jenner,Zone Entry,125,64,Carried,,,,Rory Guilday,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,21.5,0,0
2023-11-11,Women - United States,Women - Canada,3,5:07,5,5,5,2,Women - United States,Savannah Harmon,Zone Entry,126,30,Carried,,,,Jocelyne Larocque,,,True,False,False,D,False,Carried,2023-11-11,False,False,True,-12.5,0,0
2023-11-11,Women - United States,Women - Canada,3,4:50,5,4,5,2,Women - Canada,Ella Shelton,Zone Entry,126,3,Dumped,,,,Haley Winn,,,False,True,False,D,False,Dumped,2023-11-11,True,False,False,-39.5,1,0
2023-11-11,Women - United States,Women - Canada,3,4:30,5,4,5,2,Women - Canada,Laura Stacey,Zone Entry,126,2,Dumped,,,,Haley Winn,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-40.5,1,0
2023-11-11,Women - United States,Women - Canada,3,4:23,5,4,5,2,Women - United States,Taylor Heise,Zone Entry,127,3,Carried,,,,Renata Fast,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,-39.5,1,0
2023-11-11,Women - United States,Women - Canada,3,4:05,5,4,5,2,Women - United States,Abbey Murphy,Zone Entry,127,77,Carried,,,,Ashton Bell,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,34.5,1,0
2023-11-11,Women - United States,Women - Canada,3,3:18,5,4,5,2,Women - United States,Abby Roque,Zone Entry,128,5,Dumped,,,,Ella Shelton,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,-37.5,1,0
2023-11-11,Women - United States,Women - Canada,3,2:21,5,5,5,2,Women - United States,Hayley Scamurra,Zone Entry,127,2,Dumped,,,,Renata Fast,,,True,False,True,F,True,Dumped,2023-11-11,True,False,False,-40.5,0,0
2023-11-11,Women - United States,Women - Canada,3,1:45,5,5,5,2,Women - United States,Savannah Harmon,Zone Entry,127,83,Dumped,,,,Renata Fast,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,40.5,0,0
2023-11-11,Women - United States,Women - Canada,3,1:40,5,5,5,2,Women - Canada,Jamie Bourbonnais,Zone Entry,126,46,Carried,,,,Rory Guilday,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,3.5,0,0
2023-11-11,Women - United States,Women - Canada,3,1:12,5,5,5,2,Women - Canada,Jessie Eldridge,Zone Entry,126,36,Carried,,,,Rory Guilday,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,-6.5,0,0
2023-11-11,Women - United States,Women - Canada,3,0:59,5,5,5,2,Women - United States,Alex Carpenter,Zone Entry,127,45,Carried,,,,Ashton Bell,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,2.5,0,0
2023-11-11,Women - United States,Women - Canada,3,0:35,5,5,5,2,Women - United States,Laila Edwards,Zone Entry,127,2,Dumped,,,,Renata Fast,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,-40.5,0,0
2023-11-11,Women - United States,Women - Canada,3,0:27,5,5,5,2,Women - Canada,Brianne Jenner,Zone Entry,125,75,Dumped,,,,Megan Keller,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,32.5,0,0
2023-11-11,Women - United States,Women - Canada,3,0:18,5,5,5,2,Women - Canada,Emma Maltais,Zone Entry,126,83,Carried,,,,Rory Guilday,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,40.5,0,0
2023-11-11,Women - United States,Women - Canada,3,0:12,5,5,5,2,Women - United States,Rory Guilday,Zone Entry,127,64,Played,,,,Sophie Jaques,,,True,False,False,D,False,Played,2023-11-11,False,True,False,21.5,0,0
2023-12-14,Women - Canada,Women - United States,1,19:08,5,5,0,0,Women - United States,Hannah Bilka,Zone Entry,126,2,Dumped,,,,Jamie Bourbonnais,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-40.5,0,0
2023-12-14,Women - Canada,Women - United States,1,18:13,5,5,0,0,Women - Canada,Laura Stacey,Zone Entry,124,15,Carried,,,,Savannah Harmon,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,-27.5,0,0
2023-12-14,Women - Canada,Women - United States,1,17:35,5,5,0,0,Women - Canada,Jennifer Gardiner,Zone Entry,123,50,Carried,,,,Anna Wilgren,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,7.5,0,0
2023-12-14,Women - Canada,Women - United States,1,16:34,5,5,0,0,Women - Canada,Renata Fast,Zone Entry,124,83,Dumped,,,,Caroline Harvey,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,40.5,0,0
2023-12-14,Women - Canada,Women - United States,1,14:28,5,4,0,0,Women - Canada,Ella Shelton,Zone Entry,125,3,Dumped,,,,Savannah Harmon,,,True,False,True,D,False,Dumped,2023-12-14,True,False,False,-39.5,0,1
2023-12-14,Women - Canada,Women - United States,1,13:47,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,124,58,Played,,,,Megan Keller,,,True,False,False,F,True,Played,2023-12-14,False,True,False,15.5,0,0
2023-12-14,Women - Canada,Women - United States,1,13:43,5,5,0,0,Women - United States,Abbey Murphy,Zone Entry,126,7,Carried,,,,Nicole Gosling,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,-35.5,0,0
2023-12-14,Women - Canada,Women - United States,1,13:19,5,5,0,0,Women - Canada,Emily Clark,Zone Entry,124,61,Carried,,,,Megan Keller,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,18.5,0,0
2023-12-14,Women - Canada,Women - United States,1,12:47,5,5,0,0,Women - Canada,Emily Clark,Zone Entry,124,52,Carried,,,,Haley Winn,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,9.5,0,0
2023-12-14,Women - Canada,Women - United States,1,12:41,5,5,0,0,Women - United States,Britta Curl,Zone Entry,126,74,Carried,,,,Ella Shelton,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,31.5,0,0
2023-12-14,Women - Canada,Women - United States,1,12:31,5,5,0,0,Women - Canada,Julia Gosling,Zone Entry,124,82,Carried,,,,Haley Winn,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,39.5,0,0
2023-12-14,Women - Canada,Women - United States,1,10:48,5,4,1,0,Women - Canada,Jamie Bourbonnais,Zone Entry,124,19,Played,,,,Cayla Barnes,,,True,False,False,D,False,Played,2023-12-14,False,True,False,-23.5,0,1
2023-12-14,Women - Canada,Women - United States,1,10:45,5,4,1,0,Women - United States,Cayla Barnes,Zone Entry,126,82,Carried,,,,Jamie Bourbonnais,,,False,True,False,D,False,Carried,2023-12-14,False,False,True,39.5,0,1
2023-12-14,Women - Canada,Women - United States,1,10:17,5,4,1,0,Women - Canada,Brianne Jenner,Zone Entry,124,81,Carried,,,,Rory Guilday,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,38.5,0,1
2023-12-14,Women - Canada,Women - United States,1,9:23,5,5,1,0,Women - Canada,Laura Stacey,Zone Entry,124,3,Dumped,,,,Anna Wilgren,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,1,8:39,5,5,1,0,Women - Canada,Ella Shelton,Zone Entry,125,7,Dumped,,,,Anna Wilgren,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,-35.5,0,0
2023-12-14,Women - Canada,Women - United States,1,8:35,5,5,1,0,Women - United States,Abby Roque,Zone Entry,126,31,Carried,,,,Ella Shelton,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,-11.5,0,0
2023-12-14,Women - Canada,Women - United States,1,8:11,5,5,1,0,Women - Canada,Jennifer Gardiner,Zone Entry,125,12,Dumped,,,,Haley Winn,,,True,False,True,F,True,Dumped,2023-12-14,True,False,False,-30.5,0,0
2023-12-14,Women - Canada,Women - United States,1,6:45,5,5,1,0,Women - Canada,Ashton Bell,Zone Entry,124,66,Dumped,,,,Savannah Harmon,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,23.5,0,0
2023-12-14,Women - Canada,Women - United States,1,6:30,5,5,1,0,Women - Canada,Emily Clark,Zone Entry,125,4,Carried,,,,Cayla Barnes,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,-38.5,0,0
2023-12-14,Women - Canada,Women - United States,1,5:42,5,5,1,0,Women - United States,Hilary Knight,Zone Entry,126,60,Carried,,,,Renata Fast,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,17.5,0,0
2023-12-14,Women - Canada,Women - United States,1,4:48,5,5,1,0,Women - United States,Caroline Harvey,Zone Entry,126,70,Dumped,,,,Renata Fast,,,False,True,False,D,False,Dumped,2023-12-14,True,False,False,27.5,0,0
2023-12-14,Women - Canada,Women - United States,1,4:31,5,5,1,0,Women - Canada,Loren Gabel,Zone Entry,123,83,Played,,,,Savannah Harmon,,,True,False,False,F,True,Played,2023-12-14,False,True,False,40.5,0,0
2023-12-14,Women - Canada,Women - United States,1,3:55,5,5,1,0,Women - United States,Kirsten Simms,Zone Entry,126,2,Dumped,,,,Jamie Bourbonnais,,,False,True,True,F,True,Dumped,2023-12-14,True,False,False,-40.5,0,0
2023-12-14,Women - Canada,Women - United States,1,3:49,5,5,1,1,Women - Canada,Marie-Philip Poulin,Zone Entry,124,40,Dumped,,,,Megan Keller,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,-2.5,0,0
2023-12-14,Women - Canada,Women - United States,1,3:41,5,5,1,1,Women - United States,Lacey Eden,Zone Entry,126,85,Dumped,,,,Ella Shelton,,,False,True,True,F,True,Dumped,2023-12-14,True,False,False,42.5,0,0
2023-12-14,Women - Canada,Women - United States,1,2:43,5,5,1,2,Women - Canada,Jocelyne Larocque,Zone Entry,125,1,Dumped,,,,Caroline Harvey,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,-41.5,0,0
2023-12-14,Women - Canada,Women - United States,1,0:44,4,5,1,2,Women - United States,Abbey Murphy,Zone Entry,126,79,Dumped,,,,Jocelyne Larocque,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,36.5,1,0
2023-12-14,Women - Canada,Women - United States,1,0:24,4,5,1,2,Women - Canada,Sarah Nurse,Zone Entry,125,16,Carried,,,,Caroline Harvey,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,-26.5,1,0
2023-12-14,Women - Canada,Women - United States,1,0:17,4,5,1,2,Women - United States,Hilary Knight,Zone Entry,126,84,Carried,,,,Ella Shelton,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,41.5,1,0
2023-12-14,Women - Canada,Women - United States,2,19:00,5,5,1,2,Women - Canada,Blayre Turnbull,Zone Entry,126,6,Carried,,,,Cayla Barnes,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,-36.5,0,0
2023-12-14,Women - Canada,Women - United States,2,17:03,5,5,1,2,Women - United States,Lacey Eden,Zone Entry,125,20,Dumped,,,,Jamie Bourbonnais,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-22.5,0,0
2023-12-14,Women - Canada,Women - United States,2,16:05,5,5,1,2,Women - Canada,Danielle Serdachny,Zone Entry,126,78,Carried,,,,Caroline Harvey,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,35.5,0,0
2023-12-14,Women - Canada,Women - United States,2,15:57,5,5,1,2,Women - United States,Tessa Janecke,Zone Entry,124,68,Carried,,,,Jocelyne Larocque,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,25.5,0,0
2023-12-14,Women - Canada,Women - United States,2,15:28,5,5,1,2,Women - Canada,Julia Gosling,Zone Entry,125,24,Dumped,,,,Caroline Harvey,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,-18.5,0,0
2023-12-14,Women - Canada,Women - United States,2,14:58,5,5,1,2,Women - Canada,Brianne Jenner,Zone Entry,125,15,Carried,,,,Cayla Barnes,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,-27.5,0,0
2023-12-14,Women - Canada,Women - United States,2,14:44,5,5,1,2,Women - United States,Hilary Knight,Zone Entry,125,6,Carried,,,,Jamie Bourbonnais,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,-36.5,0,0
2023-12-14,Women - Canada,Women - United States,2,14:32,5,5,1,2,Women - United States,Anna Wilgren,Zone Entry,125,14,Dumped,,,,Jamie Bourbonnais,,,False,True,False,D,False,Dumped,2023-12-14,True,False,False,-28.5,0,0
2023-12-14,Women - Canada,Women - United States,2,14:16,5,5,1,2,Women - Canada,Jamie Bourbonnais,Zone Entry,126,72,Dumped,,,,Anna Wilgren,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,29.5,0,0
2023-12-14,Women - Canada,Women - United States,2,14:00,5,5,1,2,Women - United States,Britta Curl,Zone Entry,124,5,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-37.5,0,0
2023-12-14,Women - Canada,Women - United States,2,13:42,5,5,1,2,Women - Canada,Emma Maltais,Zone Entry,126,1,Dumped,,,,Anna Wilgren,,,True,False,True,F,True,Dumped,2023-12-14,True,False,False,-41.5,0,0
2023-12-14,Women - Canada,Women - United States,2,12:49,5,5,2,2,Women - United States,Hayley Scamurra,Zone Entry,124,80,Dumped,,,,Jocelyne Larocque,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,37.5,0,0
2023-12-14,Women - Canada,Women - United States,2,12:13,5,5,2,2,Women - United States,Haley Winn,Zone Entry,125,1,Dumped,,,,Renata Fast,,,False,True,False,D,False,Dumped,2023-12-14,True,False,False,-41.5,0,0
2023-12-14,Women - Canada,Women - United States,2,12:01,5,5,2,2,Women - Canada,Marie-Philip Poulin,Zone Entry,126,31,Carried,,,,Haley Winn,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,-11.5,0,0
2023-12-14,Women - Canada,Women - United States,2,11:31,5,5,2,2,Women - Canada,Jennifer Gardiner,Zone Entry,125,80,Dumped,,,,Megan Keller,,,True,False,True,F,True,Dumped,2023-12-14,True,False,False,37.5,0,0
2023-12-14,Women - Canada,Women - United States,2,10:54,5,5,2,2,Women - Canada,Loren Gabel,Zone Entry,126,6,Dumped,,,,Cayla Barnes,,,True,False,True,F,True,Dumped,2023-12-14,True,False,False,-36.5,0,0
2023-12-14,Women - Canada,Women - United States,2,10:37,5,5,2,2,Women - Canada,Loren Gabel,Zone Entry,126,1,Dumped,,,,Cayla Barnes,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,-41.5,0,0
2023-12-14,Women - Canada,Women - United States,2,10:23,5,5,2,2,Women - United States,Tessa Janecke,Zone Entry,125,80,Carried,,,,Jamie Bourbonnais,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,37.5,0,0
2023-12-14,Women - Canada,Women - United States,2,10:03,5,5,2,2,Women - United States,Anna Wilgren,Zone Entry,125,24,Dumped,,,,Jamie Bourbonnais,,,False,True,True,D,False,Dumped,2023-12-14,True,False,False,-18.5,0,0
2023-12-14,Women - Canada,Women - United States,2,9:18,5,5,2,2,Women - United States,Kelly Pannek,Zone Entry,124,0,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-42.5,0,0
2023-12-14,Women - Canada,Women - United States,2,8:26,5,5,2,2,Women - United States,Lacey Eden,Zone Entry,124,3,Carried,,,,Renata Fast,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,2,8:12,5,5,2,2,Women - United States,Hilary Knight,Zone Entry,125,7,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-35.5,0,0
2023-12-14,Women - Canada,Women - United States,2,8:01,5,5,2,2,Women - Canada,Marie-Philip Poulin,Zone Entry,125,61,Played,,,,Rory Guilday,,,True,False,True,F,True,Played,2023-12-14,False,True,False,18.5,0,0
2023-12-14,Women - Canada,Women - United States,2,7:48,5,5,2,2,Women - United States,Taylor Heise,Zone Entry,125,3,Dumped,,,,Renata Fast,,,False,True,False,F,True,Dumped,2023-12-14,True,False,False,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,2,7:37,5,5,2,2,Women - Canada,Brianne Jenner,Zone Entry,125,4,Carried,,,,Savannah Harmon,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,-38.5,0,0
2023-12-14,Women - Canada,Women - United States,2,7:32,5,5,2,2,Women - United States,Rory Guilday,Zone Entry,124,3,Carried,,,,Ashton Bell,,,False,True,False,D,False,Carried,2023-12-14,False,False,True,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,2,7:10,5,5,2,2,Women - United States,Abby Roque,Zone Entry,124,81,Carried,,,,Ella Shelton,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,38.5,0,0
2023-12-14,Women - Canada,Women - United States,2,6:47,5,5,2,2,Women - Canada,Ella Shelton,Zone Entry,126,69,Carried,,,,Haley Winn,,,True,False,True,D,False,Carried,2023-12-14,False,False,True,26.5,0,0
2023-12-14,Women - Canada,Women - United States,2,6:16,5,5,2,2,Women - Canada,Sarah Nurse,Zone Entry,125,63,Dumped,,,,Anna Wilgren,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,20.5,0,0
2023-12-14,Women - Canada,Women - United States,2,5:43,5,5,2,2,Women - Canada,Sarah Nurse,Zone Entry,125,31,Dumped,,,,Megan Keller,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,-11.5,0,0
2023-12-14,Women - Canada,Women - United States,2,5:34,5,5,2,2,Women - United States,Alex Carpenter,Zone Entry,125,5,Carried,,,,Renata Fast,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,-37.5,0,0
2023-12-14,Women - Canada,Women - United States,2,5:23,5,5,2,2,Women - Canada,Jocelyne Larocque,Zone Entry,125,48,Played,,,,Cayla Barnes,,,True,False,True,D,False,Played,2023-12-14,False,True,False,5.5,0,0
2023-12-14,Women - Canada,Women - United States,2,4:11,5,5,2,2,Women - Canada,Blayre Turnbull,Zone Entry,125,11,Carried,,,,Caroline Harvey,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,-31.5,0,0
2023-12-14,Women - Canada,Women - United States,2,3:37,5,4,2,2,Women - Canada,Loren Gabel,Zone Entry,126,60,Carried,,,,Megan Keller,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,17.5,0,1
2023-12-14,Women - Canada,Women - United States,2,3:10,5,4,2,2,Women - Canada,Jamie Bourbonnais,Zone Entry,125,81,Dumped,,,,Rory Guilday,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,38.5,0,1
2023-12-14,Women - Canada,Women - United States,2,2:45,5,4,2,2,Women - Canada,Brianne Jenner,Zone Entry,126,6,Carried,,,,Cayla Barnes,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,-36.5,0,1
2023-12-14,Women - Canada,Women - United States,2,2:14,5,4,2,2,Women - Canada,Renata Fast,Zone Entry,125,28,Carried,,,,Savannah Harmon,,,True,False,True,D,False,Carried,2023-12-14,False,False,True,-14.5,0,1
2023-12-14,Women - Canada,Women - United States,2,1:37,5,5,2,2,Women - Canada,Ella Shelton,Zone Entry,125,31,Dumped,,,,Caroline Harvey,,,True,False,False,D,False,Dumped,2023-12-14,True,False,False,-11.5,0,0
2023-12-14,Women - Canada,Women - United States,2,1:11,5,5,2,2,Women - Canada,Brianne Jenner,Zone Entry,125,44,Carried,,,,Haley Winn,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,1.5,0,0
2023-12-14,Women - Canada,Women - United States,2,0:04,5,4,2,2,Women - Canada,Loren Gabel,Zone Entry,125,52,Carried,,,,Savannah Harmon,,,True,False,False,F,True,Carried,2023-12-14,False,False,True,9.5,0,1
2023-12-14,Women - Canada,Women - United States,3,19:45,5,4,2,2,Women - Canada,Marie-Philip Poulin,Zone Entry,125,82,Dumped,,,,Savannah Harmon,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,39.5,0,1
2023-12-14,Women - Canada,Women - United States,3,19:16,5,4,2,2,Women - Canada,Blayre Turnbull,Zone Entry,125,84,Dumped,,,,Rory Guilday,,,True,False,False,F,True,Dumped,2023-12-14,True,False,False,41.5,0,1
2023-12-14,Women - Canada,Women - United States,3,18:14,4,5,2,2,Women - United States,Caroline Harvey,Zone Entry,126,78,Played,,,,Jocelyne Larocque,,,False,True,False,D,False,Played,2023-12-14,False,True,False,35.5,1,0
2023-12-14,Women - Canada,Women - United States,3,17:54,4,5,2,2,Women - United States,Kirsten Simms,Zone Entry,126,76,Played,,,,Ella Shelton,,,False,True,True,F,True,Played,2023-12-14,False,True,False,33.5,1,0
2023-12-14,Women - Canada,Women - United States,3,16:47,4,5,2,2,Women - United States,Haley Winn,Zone Entry,125,81,Dumped,,,,Jocelyne Larocque,,,False,True,False,D,False,Dumped,2023-12-14,True,False,False,38.5,1,0
2023-12-14,Women - Canada,Women - United States,3,16:34,5,5,2,2,Women - Canada,Laura Stacey,Zone Entry,125,77,Carried,,,,Haley Winn,,,True,False,True,F,True,Carried,2023-12-14,False,False,True,34.5,0,0
2023-12-14,Women - Canada,Women - United States,3,15:15,5,5,2,2,Women - United States,Megan Keller,Zone Entry,126,3,Dumped,,,,Renata Fast,,,False,True,False,D,False,Dumped,2023-12-14,True,False,False,-39.5,0,0
2023-12-14,Women - Canada,Women - United States,3,14:39,4,5,2,2,Women - United States,Taylor Heise,Zone Entry,126,3,Carried,,,,Ashton Bell,,,False,True,True,F,True,Carried,2023-12-14,False,False,True,-39.5,1,0
2023-12-14,Women - Canada,Women - United States,3,13:32,4,5,2,2,Women - United States,Haley Winn,Zone Entry,126,81,Played,,,,Jocelyne Larocque,,,False,True,True,D,False,Played,2023-12-14,False,True,False,38.5,1,0
2023-12-14,Women - Canada,Women - United States,3,12:46,5,5,2,2,Women - Canada,Ella Shelton,Zone Entry,124,22,Dumped,,,,Cayla Barnes,,,True,False,True,D,False,Dumped,2023-12-14,True,False,False,-20.5,0,0
2023-12-14,Women - Canada,Women - United States,3,12:28,5,5,2,2,Women - United States,Britta Curl,Zone Entry,126,75,Carried,,,,Ella Shelton,,,False,True,False,F,True,Carried,2023-12-14,False,False,True,32.5,0,0
